,VAR_NAME,MIN_VALUE,MAX_VALUE,COUNT,EVENT,EVENT_RATE,NONEVENT,NON_EVENT_RATE,DIST_EVENT,DIST_NON_EVENT,WOE,IV
116,STATE,AZ,AZ,561,359.0,0.6399286987522281,202.0,0.3600713012477718,0.028989018087855298,0.02601416613007083,0.10827583084035323,0.12194199561030253
117,STATE,CA,CA,1898,1337.0,0.7044257112750263,561.0,0.29557428872497366,0.10796188630490956,0.07224726336123631,0.4016838113325261,0.12194199561030253
118,STATE,CO,CO,282,182.0,0.6453900709219859,100.0,0.3546099290780142,0.014696382428940568,0.0128783000643915,0.13205764084198307,0.12194199561030253
119,STATE,CT,CT,282,145.0,0.5141843971631206,137.0,0.4858156028368794,0.011708656330749355,0.017643271088216356,-0.4100260436542714,0.12194199561030253
120,STATE,DC,DC,2,2.0,1.0,0.0,0.0,0.00016149870801033592,0.0,0.0,0.12194199561030253
121,STATE,DE,DE,60,44.0,0.7333333333333333,16.0,0.26666666666666666,0.0035529715762273903,0.00206052801030264,0.5448220514317591,0.12194199561030253
122,STATE,FL,FL,5703,3907.0,0.6850780291074873,1796.0,0.3149219708925127,0.3154877260981912,0.23129426915647133,0.3104289859462048,0.12194199561030253
123,STATE,GA,GA,601,392.0,0.6522462562396006,209.0,0.34775374376039936,0.03165374677002584,0.026915647134578235,0.16214872757893065,0.12194199561030253
124,STATE,HI,HI,30,11.0,0.36666666666666664,19.0,0.6333333333333333,0.0008882428940568476,0.002446877012234385,-1.013322566614791,0.12194199561030253
125,STATE,IA,IA,72,36.0,0.5,36.0,0.5,0.0029069767441860465,0.00463618802318094,-0.46677886024672094,0.12194199561030253
126,STATE,ID,ID,113,78.0,0.6902654867256637,35.0,0.30973451327433627,0.006298449612403101,0.004507405022537025,0.3345819049534572,0.12194199561030253
127,STATE,IL,IL,911,421.0,0.4621295279912184,490.0,0.5378704720087816,0.03399547803617571,0.06310367031551835,-0.6185514176690117,0.12194199561030253
128,STATE,IN,IN,387,223.0,0.5762273901808785,164.0,0.42377260981912146,0.018007105943152454,0.02112041210560206,-0.15947351661080056,0.12194199561030253
129,STATE,KS,KS,95,57.0,0.6,38.0,0.4,0.004602713178294574,0.00489375402446877,-0.06131375213855643,0.12194199561030253
130,STATE,KY,KY,207,102.0,0.4927536231884058,105.0,0.5072463768115942,0.008236434108527133,0.013522215067611075,-0.4957663971199731,0.12194199561030253
131,STATE,LA,LA,195,101.0,0.517948717948718,94.0,0.48205128205128206,0.008155684754521964,0.01210560206052801,-0.39495312567546526,0.12194199561030253
132,STATE,MA,MA,100,54.0,0.54,46.0,0.46,0.00436046511627907,0.00592401802962009,-0.3064362101715415,0.12194199561030253
